dataset,model,net,size,iid,alg,rep,round,agent,acc,loss,err,nmsg,msiz
mnist,LeNet5,none,5,1,fed_mutual,1,1,0,0.6972,3.2875189781188965,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,1,1,0.5549,4.774905204772949,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,1,2,0.5912,4.973550319671631,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,1,3,0.6062,4.330770015716553,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,1,4,0.485,5.221086025238037,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,2,0,0.7032,2.512382745742798,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,2,1,0.5763,3.5804402828216553,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,2,2,0.5911,2.6736600399017334,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,2,3,0.6309,2.8183703422546387,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,2,4,0.4861,3.331486225128174,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,3,0,0.7278999999999999,1.2411811351776123,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,3,1,0.6081,1.8144097328186035,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,3,2,0.6331,1.4652804136276245,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,3,3,0.6552,1.743748426437378,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,3,4,0.5018,2.0475451946258545,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,4,0,0.7562000000000001,0.8666800260543823,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,4,1,0.659,1.3529627323150635,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,4,2,0.6906,1.113632321357727,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,4,3,0.6972,1.1717852354049683,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,4,4,0.599,1.424088954925537,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,5,0,0.7822,0.7766469120979309,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,5,1,0.7125,1.0065099000930786,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,5,2,0.7552,0.8219802379608154,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,5,3,0.7424,0.9555804133415222,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,5,4,0.6643000000000001,1.1204900741577148,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,6,0,0.8295999999999999,0.5897154808044434,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,6,1,0.7376,0.976682186126709,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,6,2,0.7981,0.632803738117218,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,6,3,0.7019999999999998,1.1117583513259888,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,6,4,0.727,0.9224675297737122,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,7,0,0.8169999999999998,0.6159064173698425,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,7,1,0.7342,0.9364300966262817,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,7,2,0.7727,0.7530053853988647,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,7,3,0.7382,1.0057592391967773,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,7,4,0.7444,0.9108483195304871,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,8,0,0.8603000000000001,0.4505695104598999,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,8,1,0.7776,0.7617201209068298,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,8,2,0.7936999999999999,0.6826761960983276,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,8,3,0.7766999999999998,0.7626197338104248,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,8,4,0.7248,0.9477143287658691,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,9,0,0.8678,0.43122512102127075,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,9,1,0.7839,0.7533767819404602,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,9,2,0.8523,0.4493404030799866,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,9,3,0.7803,0.7350974082946777,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,9,4,0.7459,0.8377065062522888,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,10,0,0.8776,0.4131041467189789,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,10,1,0.7902,0.7654080390930176,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,10,2,0.8708,0.40562552213668823,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,10,3,0.8093,0.6467707753181458,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,10,4,0.7704,0.8157254457473755,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,11,0,0.8768,0.3997698724269867,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,11,1,0.8146,0.6412001252174377,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,11,2,0.8464,0.48907470703125,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,11,3,0.8366,0.5071438550949097,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,11,4,0.8356,0.583580732345581,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,12,0,0.8716000000000002,0.42622971534729004,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,12,1,0.804,0.6833981275558472,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,12,2,0.8258,0.582309365272522,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,12,3,0.8028,0.6580281257629395,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,12,4,0.8338,0.5834999084472656,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,13,0,0.8893,0.36334332823753357,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,13,1,0.8239,0.6099356412887573,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,13,2,0.8832,0.35991930961608887,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,13,3,0.8182,0.5987871885299683,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,13,4,0.8339,0.6056181788444519,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,14,0,0.9076,0.29726696014404297,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,14,1,0.8184999999999999,0.6090519428253174,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,14,2,0.8776,0.3752698004245758,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,14,3,0.8061,0.6814627647399902,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,14,4,0.8539,0.5266206860542297,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,15,0,0.9101,0.29328453540802,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,15,1,0.8227,0.6188850998878479,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,15,2,0.8817,0.37913987040519714,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,15,3,0.8216,0.6129546761512756,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,15,4,0.8231,0.6116713285446167,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,16,0,0.9055,0.3122895359992981,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,16,1,0.8391999999999998,0.5647639632225037,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,16,2,0.8542000000000001,0.46017685532569885,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,16,3,0.8297,0.5573804974555969,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,16,4,0.8463,0.5482492446899414,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,17,0,0.9064999999999999,0.31652143597602844,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,17,1,0.8404,0.5521575808525085,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,17,2,0.8589,0.4586915671825409,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,17,3,0.8151,0.6495476365089417,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,17,4,0.8417,0.5614040493965149,0,0,0
mnist,LeNet5,none,5,1,fed_mutual,1,18,0,0.9063,0.31405314803123474,0,0,0
