dataset,model,net,size,iid,alg,rep,round,agent,acc,loss,err,nmsg,msiz
cifar10,CNN1,none,5,0,fed_avg,1,1,0,0.4534,1.5165400505065918,0,0,0
cifar10,CNN1,none,5,0,fed_avg,1,1,1,0.44409999999999994,1.5277259349822998,0,0,0
cifar10,CNN1,none,5,0,fed_avg,1,1,2,0.4594,1.515773057937622,0,0,0
cifar10,CNN1,none,5,0,fed_avg,1,1,3,0.45399999999999996,1.5211241245269775,0,0,0
cifar10,CNN1,none,5,0,fed_avg,1,1,4,0.4468,1.5283479690551758,0,0,0
cifar10,CNN1,none,5,0,fed_avg,1,2,0,0.5268,1.3259167671203613,0,0,0
cifar10,CNN1,none,5,0,fed_avg,1,2,1,0.5164,1.349783182144165,0,0,0
cifar10,CNN1,none,5,0,fed_avg,1,2,2,0.5203,1.3340457677841187,0,0,0
cifar10,CNN1,none,5,0,fed_avg,1,2,3,0.5141,1.355822205543518,0,0,0
cifar10,CNN1,none,5,0,fed_avg,1,2,4,0.5211,1.3485156297683716,0,0,0
cifar10,CNN1,none,5,0,fed_avg,1,3,0,0.5612,1.2248579263687134,0,0,0
cifar10,CNN1,none,5,0,fed_avg,1,3,1,0.5506,1.2562144994735718,0,0,0
cifar10,CNN1,none,5,0,fed_avg,1,3,2,0.5533,1.2521952390670776,0,0,0
cifar10,CNN1,none,5,0,fed_avg,1,3,3,0.5454,1.2748793363571167,0,0,0
cifar10,CNN1,none,5,0,fed_avg,1,3,4,0.5543,1.2548195123672485,0,0,0
cifar10,CNN1,none,5,0,fed_avg,1,4,0,0.5742,1.1888196468353271,0,0,0
cifar10,CNN1,none,5,0,fed_avg,1,4,1,0.5705,1.1966708898544312,0,0,0
cifar10,CNN1,none,5,0,fed_avg,1,4,2,0.5649,1.2184720039367676,0,0,0
cifar10,CNN1,none,5,0,fed_avg,1,4,3,0.5716,1.1890040636062622,0,0,0
cifar10,CNN1,none,5,0,fed_avg,1,4,4,0.5743,1.1917130947113037,0,0,0
cifar10,CNN1,none,5,0,fed_avg,1,5,0,0.6118,1.108788013458252,0,0,0
cifar10,CNN1,none,5,0,fed_avg,1,5,1,0.6007,1.1399778127670288,0,0,0
cifar10,CNN1,none,5,0,fed_avg,1,5,2,0.6022,1.1305279731750488,0,0,0
cifar10,CNN1,none,5,0,fed_avg,1,5,3,0.5981,1.1505426168441772,0,0,0
cifar10,CNN1,none,5,0,fed_avg,1,1,0,0.4389,1.533801555633545,0,0,0
cifar10,CNN1,none,5,0,fed_avg,1,5,4,0.5991,1.1415560245513916,0,0,0
cifar10,CNN1,none,5,0,fed_avg,1,1,1,0.4432,1.5513596534729004,0,0,0
cifar10,CNN1,none,5,0,fed_avg,1,1,2,0.4334,1.5486071109771729,0,0,0
