dataset,model,net,size,iid,alg,rep,round,agent,acc,loss,err,nmsg,msiz
cifar10,CNN1,none,5,3,normal,1,1,0,0.1888,9.853748321533203,0,0,0
cifar10,CNN1,none,5,3,normal,1,1,1,0.14,9.163796424865723,0,0,0
cifar10,CNN1,none,5,3,normal,1,1,2,0.147,7.863879203796387,0,0,0
cifar10,CNN1,none,5,3,normal,1,1,3,0.1437,7.180222511291504,0,0,0
cifar10,CNN1,none,5,3,normal,1,1,4,0.18289999999999998,9.16124153137207,0,0,0
cifar10,CNN1,none,5,3,normal,1,2,0,0.1886,9.845772743225098,0,0,0
cifar10,CNN1,none,5,3,normal,1,2,1,0.16210000000000002,9.94257926940918,0,0,0
cifar10,CNN1,none,5,3,normal,1,2,2,0.1497,9.58244800567627,0,0,0
cifar10,CNN1,none,5,3,normal,1,2,3,0.1564,6.943985939025879,0,0,0
cifar10,CNN1,none,5,3,normal,1,2,4,0.1812,7.969535827636719,0,0,0
cifar10,CNN1,none,5,3,normal,1,3,0,0.18539999999999998,8.826427459716797,0,0,0
cifar10,CNN1,none,5,3,normal,1,3,1,0.1597,9.821646690368652,0,0,0
cifar10,CNN1,none,5,3,normal,1,3,2,0.1466,7.974023818969727,0,0,0
cifar10,CNN1,none,5,3,normal,1,3,3,0.1512,8.018529891967773,0,0,0
cifar10,CNN1,none,5,3,normal,1,3,4,0.1827,8.345878601074219,0,0,0
cifar10,CNN1,none,5,3,normal,1,4,0,0.18709999999999996,10.234230995178223,0,0,0
cifar10,CNN1,none,5,3,normal,1,4,1,0.16570000000000001,9.859039306640625,0,0,0
cifar10,CNN1,none,5,3,normal,1,4,2,0.1506,8.445390701293945,0,0,0
cifar10,CNN1,none,5,3,normal,1,4,3,0.1557,6.962969779968262,0,0,0
cifar10,CNN1,none,5,3,normal,1,4,4,0.1826,8.191853523254395,0,0,0
cifar10,CNN1,none,5,3,normal,1,5,0,0.18780000000000002,9.157157897949219,0,0,0
cifar10,CNN1,none,5,3,normal,1,5,1,0.1486,9.748337745666504,0,0,0
cifar10,CNN1,none,5,3,normal,1,5,2,0.1484,8.29619026184082,0,0,0
cifar10,CNN1,none,5,3,normal,1,5,3,0.1488,7.400026798248291,0,0,0
cifar10,CNN1,none,5,3,normal,1,5,4,0.1793,7.932726860046387,0,0,0
cifar10,CNN1,none,5,3,normal,1,6,0,0.1856,9.686943054199219,0,0,0
cifar10,CNN1,none,5,3,normal,1,6,1,0.1662,8.634737968444824,0,0,0
