dataset,model,net,size,iid,alg,rep,round,agent,acc,loss,err,nmsg,msiz
cifar100,CNN2,none,5,3,fed_prox,1,1,0,0.0873,8.81541919708252,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,1,1,0.0808,9.271021842956543,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,1,2,0.0833,8.759599685668945,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,1,3,0.0903,8.86265754699707,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,1,4,0.08380000000000001,8.705767631530762,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,2,0,0.1002,9.222001075744629,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,2,1,0.0894,8.267495155334473,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,2,2,0.0984,8.875269889831543,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,2,3,0.1065,9.280985832214355,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,2,4,0.09969999999999998,8.699935913085938,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,3,0,0.1005,8.706631660461426,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,3,1,0.0951,8.463772773742676,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,3,2,0.10489999999999998,8.90722942352295,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,3,3,0.1109,8.120938301086426,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,3,4,0.0986,8.854841232299805,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,4,0,0.1085,8.972806930541992,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,4,1,0.1094,8.195101737976074,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,4,2,0.11349999999999999,8.377009391784668,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,4,3,0.1202,8.592013359069824,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,4,4,0.1052,8.468374252319336,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,5,0,0.1121,8.919832229614258,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,5,1,0.1173,7.694340229034424,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,5,2,0.1158,8.480533599853516,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,5,3,0.1301,8.28148078918457,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,5,4,0.1106,7.946152687072754,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,6,0,0.1202,8.317434310913086,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,6,1,0.1194,8.104446411132812,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,6,2,0.1231,8.021455764770508,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,6,3,0.1324,8.8485107421875,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,6,4,0.1161,7.735158443450928,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,7,0,0.1191,7.871856689453125,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,7,1,0.12030000000000002,8.340455055236816,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,7,2,0.1257,7.603943824768066,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,7,3,0.1386,7.938794136047363,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,7,4,0.1188,7.605382442474365,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,8,0,0.122,8.40976333618164,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,8,1,0.1241,7.977831840515137,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,8,2,0.1255,7.382755279541016,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,8,3,0.1329,7.632338523864746,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,8,4,0.12210000000000001,8.047395706176758,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,9,0,0.1249,7.233493804931641,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,9,1,0.1257,7.715836524963379,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,9,2,0.1279,7.553197383880615,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,9,3,0.1439,7.847856521606445,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,9,4,0.122,7.694286823272705,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,10,0,0.1308,7.520144939422607,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,10,1,0.1274,7.367279529571533,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,10,2,0.1277,7.580746650695801,0,0,0
cifar100,CNN2,none,5,3,fed_prox,1,10,3,0.1446,7.199319362640381,0,0,0
