dataset,model,net,size,iid,alg,rep,round,agent,acc,loss,err,nmsg,msiz
mnist,MLP,none,5,2,fed_avg,1,1,0,0.4808,4.277091979980469,0,0,0
mnist,MLP,none,5,2,fed_avg,1,1,1,0.5858,5.195967197418213,0,0,0
mnist,MLP,none,5,2,fed_avg,1,1,2,0.3837,6.236303329467773,0,0,0
mnist,MLP,none,5,2,fed_avg,1,1,3,0.39039999999999997,7.613615036010742,0,0,0
mnist,MLP,none,5,2,fed_avg,1,1,4,0.407,6.881425857543945,0,0,0
mnist,MLP,none,5,2,fed_avg,1,2,0,0.5044,3.689283609390259,0,0,0
mnist,MLP,none,5,2,fed_avg,1,2,1,0.5872,4.196047306060791,0,0,0
mnist,MLP,none,5,2,fed_avg,1,2,2,0.3892,5.308177947998047,0,0,0
mnist,MLP,none,5,2,fed_avg,1,2,3,0.3931,6.835694313049316,0,0,0
mnist,MLP,none,5,2,fed_avg,1,2,4,0.4089,6.100498676300049,0,0,0
mnist,MLP,none,5,2,fed_avg,1,3,0,0.5008,3.19503116607666,0,0,0
mnist,MLP,none,5,2,fed_avg,1,3,1,0.5903,3.552283763885498,0,0,0
mnist,MLP,none,5,2,fed_avg,1,3,2,0.3921,4.5294508934021,0,0,0
mnist,MLP,none,5,2,fed_avg,1,3,3,0.3943,4.416982173919678,0,0,0
mnist,MLP,none,5,2,fed_avg,1,3,4,0.4128,4.1228508949279785,0,0,0
mnist,MLP,none,5,2,fed_avg,1,4,0,0.5392,2.407163381576538,0,0,0
mnist,MLP,none,5,2,fed_avg,1,4,1,0.5901,2.9185612201690674,0,0,0
mnist,MLP,none,5,2,fed_avg,1,4,2,0.39160000000000006,4.081906795501709,0,0,0
mnist,MLP,none,5,2,fed_avg,1,4,3,0.3942,4.15852689743042,0,0,0
mnist,MLP,none,5,2,fed_avg,1,4,4,0.4361,3.7043566703796387,0,0,0
mnist,MLP,none,5,2,fed_avg,1,5,0,0.5859,1.9898260831832886,0,0,0
mnist,MLP,none,5,2,fed_avg,1,5,1,0.5949,2.5041141510009766,0,0,0
mnist,MLP,none,5,2,fed_avg,1,5,2,0.3998,3.825385093688965,0,0,0
mnist,MLP,none,5,2,fed_avg,1,5,3,0.3971,3.780339241027832,0,0,0
mnist,MLP,none,5,2,fed_avg,1,5,4,0.4606,2.9715402126312256,0,0,0
mnist,MLP,none,5,2,fed_avg,1,6,0,0.6187,1.8270153999328613,0,0,0
mnist,MLP,none,5,2,fed_avg,1,6,1,0.5984,2.292179822921753,0,0,0
mnist,MLP,none,5,2,fed_avg,1,6,2,0.4028,3.638943910598755,0,0,0
mnist,MLP,none,5,2,fed_avg,1,6,3,0.4035,3.3018288612365723,0,0,0
mnist,MLP,none,5,2,fed_avg,1,6,4,0.495,2.768566608428955,0,0,0
mnist,MLP,none,5,2,fed_avg,1,7,0,0.6491,1.7497248649597168,0,0,0
mnist,MLP,none,5,2,fed_avg,1,7,1,0.608,2.113832950592041,0,0,0
mnist,MLP,none,5,2,fed_avg,1,7,2,0.4107,3.915109157562256,0,0,0
mnist,MLP,none,5,2,fed_avg,1,7,3,0.4133,3.18588924407959,0,0,0
mnist,MLP,none,5,2,fed_avg,1,7,4,0.5064,2.685478448867798,0,0,0
mnist,MLP,none,5,2,fed_avg,1,8,0,0.6579,1.69678795337677,0,0,0
mnist,MLP,none,5,2,fed_avg,1,8,1,0.6178,2.0226943492889404,0,0,0
mnist,MLP,none,5,2,fed_avg,1,8,2,0.4280999999999999,3.292343854904175,0,0,0
mnist,MLP,none,5,2,fed_avg,1,8,3,0.4156,3.1181869506835938,0,0,0
mnist,MLP,none,5,2,fed_avg,1,8,4,0.521,2.4289357662200928,0,0,0
mnist,MLP,none,5,2,fed_avg,1,9,0,0.6812,1.596197247505188,0,0,0
mnist,MLP,none,5,2,fed_avg,1,9,1,0.6222,1.9216774702072144,0,0,0
mnist,MLP,none,5,2,fed_avg,1,9,2,0.4409,3.167679786682129,0,0,0
mnist,MLP,none,5,2,fed_avg,1,9,3,0.4293,2.8496344089508057,0,0,0
mnist,MLP,none,5,2,fed_avg,1,9,4,0.5437,2.3603932857513428,0,0,0
mnist,MLP,none,5,2,fed_avg,1,10,0,0.6954,1.5153461694717407,0,0,0
mnist,MLP,none,5,2,fed_avg,1,10,1,0.6342,1.8466652631759644,0,0,0
mnist,MLP,none,5,2,fed_avg,1,10,2,0.4375,3.3341000080108643,0,0,0
mnist,MLP,none,5,2,fed_avg,1,10,3,0.4338,2.7614481449127197,0,0,0
mnist,MLP,none,5,2,fed_avg,1,10,4,0.5415,2.4880266189575195,0,0,0
mnist,MLP,none,5,2,fed_avg,1,11,0,0.7037,1.5606002807617188,0,0,0
mnist,MLP,none,5,2,fed_avg,1,11,1,0.6349,1.8303121328353882,0,0,0
mnist,MLP,none,5,2,fed_avg,1,11,2,0.442,3.4232420921325684,0,0,0
mnist,MLP,none,5,2,fed_avg,1,11,3,0.4347,3.085625171661377,0,0,0
mnist,MLP,none,5,2,fed_avg,1,11,4,0.5347,2.3929078578948975,0,0,0
mnist,MLP,none,5,2,fed_avg,1,12,0,0.7053,1.4417459964752197,0,0,0
