dataset,model,net,size,iid,alg,rep,round,agent,acc,loss,err,nmsg,msiz
cifar100,CNN1,none,5,3,fed_prox,1,1,0,0.0685,9.276418685913086,0,0,0
cifar100,CNN1,none,5,3,fed_prox,1,1,1,0.0601,7.679272651672363,0,0,0
cifar100,CNN1,none,5,3,fed_prox,1,1,2,0.0698,8.351964950561523,0,0,0
cifar100,CNN1,none,5,3,fed_prox,1,1,3,0.0754,7.758365154266357,0,0,0
cifar100,CNN1,none,5,3,fed_prox,1,1,4,0.0639,8.48886489868164,0,0,0
cifar100,CNN1,none,5,3,fed_prox,1,2,0,0.0771,8.852875709533691,0,0,0
cifar100,CNN1,none,5,3,fed_prox,1,2,1,0.0758,8.493627548217773,0,0,0
cifar100,CNN1,none,5,3,fed_prox,1,2,2,0.0781,8.601203918457031,0,0,0
cifar100,CNN1,none,5,3,fed_prox,1,2,3,0.0834,8.805353164672852,0,0,0
cifar100,CNN1,none,5,3,fed_prox,1,2,4,0.0753,8.17741870880127,0,0,0
cifar100,CNN1,none,5,3,fed_prox,1,3,0,0.0848,8.540948867797852,0,0,0
cifar100,CNN1,none,5,3,fed_prox,1,3,1,0.0843,8.175312042236328,0,0,0
cifar100,CNN1,none,5,3,fed_prox,1,3,2,0.0834,8.153573989868164,0,0,0
cifar100,CNN1,none,5,3,fed_prox,1,3,3,0.0981,8.379682540893555,0,0,0
cifar100,CNN1,none,5,3,fed_prox,1,3,4,0.0817,8.557360649108887,0,0,0
cifar100,CNN1,none,5,3,fed_prox,1,4,0,0.08690000000000002,8.33335018157959,0,0,0
cifar100,CNN1,none,5,3,fed_prox,1,4,1,0.08870000000000001,8.235456466674805,0,0,0
cifar100,CNN1,none,5,3,fed_prox,1,4,2,0.0922,7.657757759094238,0,0,0
cifar100,CNN1,none,5,3,fed_prox,1,4,3,0.1003,8.30051040649414,0,0,0
cifar100,CNN1,none,5,3,fed_prox,1,4,4,0.0846,8.05068588256836,0,0,0
cifar100,CNN1,none,5,3,fed_prox,1,5,0,0.0955,8.4989013671875,0,0,0
cifar100,CNN1,none,5,3,fed_prox,1,5,1,0.0924,7.476654052734375,0,0,0
cifar100,CNN1,none,5,3,fed_prox,1,5,2,0.0972,7.96612024307251,0,0,0
