dataset,model,net,size,iid,alg,rep,round,agent,acc,loss,err,nmsg,msiz
cifar10,CNN2,none,5,0,fed_prox,1,1,0,0.484,1.4343035221099854,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,1,1,0.48109999999999997,1.4332506656646729,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,1,2,0.4803,1.4633246660232544,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,1,3,0.485,1.441398024559021,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,1,4,0.4921,1.4253218173980713,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,2,0,0.5522,1.2643874883651733,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,2,1,0.5633,1.255936622619629,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,2,2,0.5471,1.254543662071228,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,2,3,0.5346,1.262510061264038,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,2,4,0.5593,1.2123366594314575,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,3,0,0.6136,1.1031502485275269,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,3,1,0.6223,1.095570683479309,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,3,2,0.6046,1.1569057703018188,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,3,3,0.6363,1.0416243076324463,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,3,4,0.6047,1.1198468208312988,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,4,0,0.6544,0.9870436787605286,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,4,1,0.6560000000000001,1.0082926750183105,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,4,2,0.6385,1.0617120265960693,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,4,3,0.6503,1.0247548818588257,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,4,4,0.6539,0.9898039698600769,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,5,0,0.6682000000000001,0.9651912450790405,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,5,1,0.671,0.9574993848800659,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,5,2,0.6808,0.9271250367164612,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,5,3,0.6893,0.909136950969696,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,5,4,0.6858999999999998,0.9206860661506653,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,6,0,0.6948000000000001,0.9008463621139526,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,6,1,0.694,0.8745394349098206,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,6,2,0.7113,0.8539377450942993,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,6,3,0.6705,0.9413649439811707,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,6,4,0.6772,0.9638216495513916,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,7,0,0.7173,0.8250961303710938,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,7,1,0.7261,0.8042651414871216,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,7,2,0.7137,0.8462519645690918,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,7,3,0.7146000000000001,0.8410016298294067,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,7,4,0.725,0.8159117102622986,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,8,0,0.7389,0.7716323733329773,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,8,1,0.7126,0.8617070317268372,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,8,2,0.7302,0.8045024871826172,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,8,3,0.7262,0.8142528533935547,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,8,4,0.7287,0.7862342596054077,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,9,0,0.7273,0.7910645008087158,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,9,1,0.7368000000000001,0.780802309513092,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,9,2,0.7288,0.7946364283561707,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,9,3,0.738,0.7652278542518616,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,9,4,0.741,0.7623031735420227,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,10,0,0.6995,0.8708564043045044,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,10,1,0.7503,0.7415937185287476,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,10,2,0.7525,0.7236172556877136,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,10,3,0.7422,0.7664393186569214,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,10,4,0.7431,0.7525547742843628,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,11,0,0.7479,0.7411335706710815,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,11,1,0.7648,0.7089897990226746,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,11,2,0.7439,0.7588902115821838,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,11,3,0.7554,0.7173524498939514,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,11,4,0.7567,0.7187139391899109,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,12,0,0.7496,0.7358681559562683,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,12,1,0.7509999999999999,0.7458034157752991,0,0,0
cifar10,CNN2,none,5,0,fed_prox,1,12,2,0.7526,0.7514351606369019,0,0,0
