dataset,model,net,size,iid,alg,rep,round,agent,acc,loss,err,nmsg,msiz
cifar100,CNN2,none,5,1,fed_avg,1,1,0,0.1202,5.989080429077148,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,1,1,0.1081,6.370049476623535,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,1,2,0.1128,6.625323295593262,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,1,3,0.1113,6.12450647354126,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,1,4,0.1004,6.4720540046691895,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,2,0,0.1557,5.807909965515137,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,2,1,0.1411,6.189802646636963,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,2,2,0.1497,5.979299068450928,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,2,3,0.1547,5.492445468902588,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,2,4,0.144,5.852111339569092,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,3,0,0.1845,5.358516693115234,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,3,1,0.1625,6.072023391723633,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,3,2,0.176,5.690779209136963,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,3,3,0.1926,5.324428081512451,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,3,4,0.1698,5.815242767333984,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,4,0,0.1961,5.328705310821533,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,4,1,0.19390000000000002,5.454080581665039,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,4,2,0.1901,5.540195941925049,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,4,3,0.2149,5.175169944763184,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,4,4,0.1912,5.520397186279297,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,5,0,0.2199,4.8800482749938965,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,5,1,0.2107,5.209543704986572,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,5,2,0.1968,5.11311674118042,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,5,3,0.2275,4.755920886993408,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,5,4,0.2103,4.9552812576293945,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,6,0,0.2377,4.417954921722412,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,6,1,0.2184,5.2865681648254395,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,6,2,0.2152,4.875881195068359,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,6,3,0.2447,4.872659683227539,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,6,4,0.2347,4.919354438781738,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,7,0,0.2407,4.884354591369629,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,7,1,0.2225,5.506780624389648,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,7,2,0.23380000000000004,4.865536212921143,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,7,3,0.2466,4.520247936248779,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,7,4,0.2466,4.621445178985596,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,8,0,0.2577,4.380448818206787,0,0,0
cifar100,CNN2,none,5,1,fed_avg,1,8,1,0.2314,5.491185665130615,0,0,0
