dataset,model,net,size,iid,alg,rep,round,agent,acc,loss,err,nmsg,msiz
cifar100,CNN2,none,5,0,fed_mutual,1,1,0,0.1001,3.9889302253723145,0,0,0
cifar100,CNN2,none,5,0,fed_mutual,1,1,1,0.09969999999999998,3.9793660640716553,0,0,0
cifar100,CNN2,none,5,0,fed_mutual,1,1,2,0.1052,3.9764130115509033,0,0,0
cifar100,CNN2,none,5,0,fed_mutual,1,1,3,0.0943,3.995400905609131,0,0,0
cifar100,CNN2,none,5,0,fed_mutual,1,1,4,0.09790000000000001,3.9886112213134766,0,0,0
cifar100,CNN2,none,5,0,fed_mutual,1,2,0,0.1559,3.629347801208496,0,0,0
cifar100,CNN2,none,5,0,fed_mutual,1,2,1,0.1535,3.6323258876800537,0,0,0
cifar100,CNN2,none,5,0,fed_mutual,1,2,2,0.152,3.623056650161743,0,0,0
cifar100,CNN2,none,5,0,fed_mutual,1,2,3,0.1631,3.6230885982513428,0,0,0
cifar100,CNN2,none,5,0,fed_mutual,1,2,4,0.1587,3.6302332878112793,0,0,0
cifar100,CNN2,none,5,0,fed_mutual,1,3,0,0.19030000000000002,3.4176583290100098,0,0,0
cifar100,CNN2,none,5,0,fed_mutual,1,3,1,0.2052,3.361123561859131,0,0,0
cifar100,CNN2,none,5,0,fed_mutual,1,3,2,0.1996,3.3753011226654053,0,0,0
cifar100,CNN2,none,5,0,fed_mutual,1,3,3,0.1973,3.3902485370635986,0,0,0
cifar100,CNN2,none,5,0,fed_mutual,1,3,4,0.19220000000000004,3.415550947189331,0,0,0
cifar100,CNN2,none,5,0,fed_mutual,1,4,0,0.2353,3.2150309085845947,0,0,0
cifar100,CNN2,none,5,0,fed_mutual,1,4,1,0.2308,3.2386348247528076,0,0,0
cifar100,CNN2,none,5,0,fed_mutual,1,4,2,0.23119999999999996,3.217738389968872,0,0,0
cifar100,CNN2,none,5,0,fed_mutual,1,4,3,0.2253,3.2127645015716553,0,0,0
cifar100,CNN2,none,5,0,fed_mutual,1,4,4,0.2296,3.209876775741577,0,0,0
cifar100,CNN2,none,5,0,fed_mutual,1,5,0,0.2601,3.0760700702667236,0,0,0
cifar100,CNN2,none,5,0,fed_mutual,1,5,1,0.2613,3.0521504878997803,0,0,0
cifar100,CNN2,none,5,0,fed_mutual,1,5,2,0.2611,3.0398764610290527,0,0,0
cifar100,CNN2,none,5,0,fed_mutual,1,5,3,0.2656,3.041823148727417,0,0,0
