dataset,model,net,size,iid,alg,rep,round,agent,acc,loss,err,nmsg,msiz
cifar10,CNN1,none,5,0,normal,1,1,0,0.4408000000000001,1.5514041185379028,0,0,0
cifar10,CNN1,none,5,0,normal,1,1,1,0.4421,1.5534783601760864,0,0,0
cifar10,CNN1,none,5,0,normal,1,1,2,0.439,1.5621578693389893,0,0,0
cifar10,CNN1,none,5,0,normal,1,1,3,0.4468,1.5505067110061646,0,0,0
cifar10,CNN1,none,5,0,normal,1,1,4,0.4192,1.5769386291503906,0,0,0
cifar10,CNN1,none,5,0,normal,1,2,0,0.44420000000000004,1.5406049489974976,0,0,0
cifar10,CNN1,none,5,0,normal,1,2,1,0.4241,1.595427393913269,0,0,0
cifar10,CNN1,none,5,0,normal,1,2,2,0.4302,1.5711627006530762,0,0,0
cifar10,CNN1,none,5,0,normal,1,2,3,0.4322,1.5800083875656128,0,0,0
cifar10,CNN1,none,5,0,normal,1,2,4,0.45519999999999994,1.5370042324066162,0,0,0
cifar10,CNN1,none,5,0,normal,1,3,0,0.44049999999999995,1.5695886611938477,0,0,0
cifar10,CNN1,none,5,0,normal,1,3,1,0.4501,1.5703927278518677,0,0,0
cifar10,CNN1,none,5,0,normal,1,3,2,0.4372,1.5505831241607666,0,0,0
cifar10,CNN1,none,5,0,normal,1,3,3,0.435,1.5720770359039307,0,0,0
cifar10,CNN1,none,5,0,normal,1,3,4,0.435,1.56617271900177,0,0,0
cifar10,CNN1,none,5,0,normal,1,4,0,0.4194,1.6155534982681274,0,0,0
cifar10,CNN1,none,5,0,normal,1,4,1,0.4289,1.5897231101989746,0,0,0
cifar10,CNN1,none,5,0,normal,1,4,2,0.4237,1.5762699842453003,0,0,0
cifar10,CNN1,none,5,0,normal,1,4,3,0.44,1.571674108505249,0,0,0
cifar10,CNN1,none,5,0,normal,1,4,4,0.4339,1.5676630735397339,0,0,0
cifar10,CNN1,none,5,0,normal,1,5,0,0.4489,1.5446484088897705,0,0,0
cifar10,CNN1,none,5,0,normal,1,5,1,0.4338,1.5889636278152466,0,0,0
cifar10,CNN1,none,5,0,normal,1,5,2,0.4521,1.5355280637741089,0,0,0
cifar10,CNN1,none,5,0,normal,1,5,3,0.4357,1.5677133798599243,0,0,0
